Код комиссии,"1. Агульная колькасць выбаршчыкаў на ўчастку (вызначаецца па спісу грамадзян, якія маюць права ўдзельнічаць у выбарах)","2. Колькасць выбаршчыкаў, якія атрымалі бюлетэні (вызначаецца шляхам падліку подпісаў выбаршчыкаў у спісе грамадзян, якія маюць права ўдзельнічаць у выбарах","3. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні (вызначаецца шляхам падліку бюлетэняў, якія знаходзіліся ў скрынках для галасавання)","3.1. Колькасць выбаршчыкаў, якія прынялі ўдзел у датэрміновым галасаванні","3.2. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні па месцы знаходжання","3.3. Колькасць выбаршчыкаў, якія прынялі ўдзел у галасаванні ў дзень выбараў у памяшканні ўчастка для галасавання",Дмитриев Андрей Владимирович,Канопацкая Анна Анатольевна,Лукашенко Александр Григорьевич,Тихановская Светлана Георгиевна,Черечень Сергей Владимирович,"5. Колькасць галасоў, пададзеных за кандыдата (кандыдатаў), які (якiя) выбыў (выбылі) у перыяд датэрміновага галасавання","6. Колькасць галасоў, пададзеных супраць усiх кандыдатаў","7. Колькасць галасоў, пададзеных супраць кандыдата, калi галасаванне праводзілася па адной кандыдатуры","8. Колькасць бюлетэняў, прызнаных несапраўднымі","9. Колькасць бюлетэняў, атрыманых участковай выбарчай камісіяй",10. Колькасць сапсаваных бюлетэняў,11. Колькасць нявыкарыстаных (пагашаных) бюлетэняў,Вложение 1,Вложение 2,Вложение 3,Вложение 4,Вложение 5,Вложение 6,Вложение 7,Комментарий,,
03-096-0003,2435,1948,1945,566,41,1338,16,9,1651,244,6,,13,,6,2660,3,709,https://elections2020by.s3.eu-north-1.amazonaws.com/69j3s2uhybpc48u63v70lp0hooai,,,,,,,,,
03-096-0004,2498,2373,2373,1167,19,1187,9,3,1583,597,22,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/eaxytt6v73do4t78mqygjab7ofwe,,,,,,,,,
03-096-0005,2680,2555,2427,790,27,1610,26,25,1974,225,11,,120,,46,2680,,259,https://elections2020by.s3.eu-north-1.amazonaws.com/3154_422c89b9de5a410cbee7,https://elections2020by.s3.eu-north-1.amazonaws.com/3154_1d1eddb5f56a36bb3229,,,,,,,,
03-096-0008,1461,1179,1179,227,103,849,26,19,608,397,18,,104,,7,1520,,391,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-096-0008_073acfed8747c00320c3c3f93758ee125dd8ee68,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-096-0008_2d7babf37cb4eaa223fb1ab8bb23b3904631d53e,,,,,,"Номер участка не указан в протоколе, часть цифр на второй странице плохо видна",,
03-096-0009,1119,1074,1074,514,18,542,25,21,592,335,23,0,72,0,4,1170,2,94,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-096-0009_095f112364a0ed24151164db01c9795d8fd256c6,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-096-0009_a2ae2e7db5c34d76184fb3da1abf1f21a9ad3958,,,,,,,,
03-096-0017,2132,1891,1887,882,38,967,21,26,1424,117,17,,248,,34,2200,1,308,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-096-0017_cd858ca089d582a3192a629fae81ba2a2df30ba7,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-096-0017_29982818b0cec701a8efbe41bf7bf5fa9c16fd45,,,,,,,,
03-096-0018,2268,2156,2154,1179,26,949,9,10,1827,201,21,,80,,6,2360,,204,https://elections2020by.s3.eu-north-1.amazonaws.com/550njqmhvic2qgyfx2v3g6s5ibkc,,,,,,,,,
03-096-0019,2092,1988,1987,1276,4,707,8,28,1768,123,20,,35,,5,2170,,182,https://elections2020by.s3.eu-north-1.amazonaws.com/i36161vp1vkbicpntdlx66djt5ty,https://drive.google.com/file/d/1DhjiWsmZsnRWKdMttzP5yKzu4eX3LwGj/view,,,,,,,,
03-096-0023,2040,1843,1843,993,20,830,51,39,953,606,84,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/thg2d0wxtjpzlt7etfug9fmn667e,,,,,,,,,
03-096-0025,1928,1715,1715,687,6,1022,66,52,1318,150,83,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/1rkiva48mreugf7759uzqoltcyg8,,,,,,,,,
03-096-0039,2083,1291,1291,307,34,950,18,12,514,660,19,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/a4qgryc2uyljtujb1qzfn7qv0a6l,,,,,,,,,
03-096-0041,1642,1605,1605,146,13,1446,29,39,955,534,18,,23,,7,1700,1,94,https://elections2020by.s3.eu-north-1.amazonaws.com/rgiqfjmyql37ekxp62yaaiqkhgt0,https://elections2020by.s3.eu-north-1.amazonaws.com/mvwvt9yeg8ox4tcx3u4v9q2expub,,,,,,,,
03-096-0043,2956,2810,2808,1685,5,1118,11,39,2199,474,28,,52,,5,3100,,290,https://drive.google.com/file/d/17fKZ1XjYAJgjbXE4NPwg82k6wFOf0tp-/view,https://drive.google.com/file/d/1yft71xkaC91GQZZny4RikTkDj-iqFfgS/view,,,,,,,,
03-096-0044,2995,2846,2846,1794,1,1051,8,10,2533,251,9,,32,,3,3140,2,292,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-096-0044_811ca2c84400c0aa5429c6eb8b7b3f3e81b17f7e,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-096-0044_93d59f1dd77cd1c6527758203aac0f22cac2f9e6,,,,,,,,
03-096-0045,2994,2849,2842,982,0,1860,37,9,1568,1126,21,,73,,8,3140,,291,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-096-0045_883565a2c6edcfdb5a51ad91037fb4c3760e24b9,https://elections2020by.s3.eu-north-1.amazonaws.com/7wmvzvafon4zqhoowge0wvnfc5jq,,,,,,,,
03-096-0058,1944,1848,1846,697,23,1128,11,20,1184,573,14,,29,,17,2041,2,191,https://drive.google.com/file/d/1gd43Hxg2Jw0tCCLJqXoKYD86iEyqb7jr/view?usp=drivesdk,https://drive.google.com/file/d/17qUEYCFtgOoQHwphG7RFknQum75d4j5o/view,,,,,,,,
03-096-0060,662,628,628,410,47,171,15,2,312,319,,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-096-0060_d4404e24a6a1ad3887423b9e4bc061be057266be,,,,,,,нет второй страницы.,,
03-099-0023,,332,121,121,14,197,8,9,127,171,6,,,,2,342,,10,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-099-0023_a17905bf6d3748f727573f57c828c56d0b2a8c78,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-099-0023_dbc7c303417715502124fe6363a26868b7536d93,,,,,,не вся информация видна.,,
03-100-0004,1780,1667,1667,1050,76,541,22,15,1440,84,7,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/4stkfijajconar1rmyv0i6m0c8ei,,,,,,,,,
03-100-0009,2489,2250,2248,767,102,1379,24,21,1832,317,10,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/hexu9d6menltl2xxxzlodp3llgaq,,,,,,,,,
03-100-0011,1962,1898,1897,1164,26,707,22,17,1661,103,,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/l0no6xbf2ely2geqmi716npm25ps,,,,,,,нет второй страницы,,
03-100-0014,2704,2433,2475,714,42,1719,32,25,1902,318,36,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/wrig3fwrgt5xnz5agdo3svsuyuul,,,,,,,,,
03-100-0025,1120,1036,1036,385,125,526,16,8,899,61,5,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/m8cma59x8q32srxbts10tpv3gx7q,,,,,,,нет второй страницы.,,
03-100-0028,2245,1787,1775,527,63,1185,23,11,1583,89,21,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/902xa3nprocbm2ly4xr5ozjj6ptt,,,,,,,,,
03-100-0045,249,245,245,111,43,91,2,2,196,15,6,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-100-0045_e5b49f5984c52d4955d8c9397ffb04e370295957,,,,,,,нет второй страницы.,,
03-100-0057,606,547,547,114,252,181,10,8,294,176,7,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3zdfp4ktxv69sto0w2h70w713r0p,,,,,,,,,
03-101-0008,,,,,,,,,,,,,93,,9,1500,2,231,https://elections2020by.s3.eu-north-1.amazonaws.com/99p8ldnltgd9dydvh21qwooqpg2s,,,,,,,,,
03-101-0011,1568,1342,1342,409,16,917,32,18,623,515,43,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/7mdw02xt9sgidau3hd881y0d3d59,,,,,,,,,
03-101-0012,1598,1110,1110,305,16,789,34,12,642,253,27,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/jr2xnfv8510lo9sx4xn65tbfd0v7,,,,,,,,,
03-101-0015,1913,1878,1876,953,15,908,16,39,1297,403,9,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/frhbf6uk05trm5f16uis04sk4q01,,,,,,,,,
03-101-0029,589,425,425,216,45,164,4,7,283,101,3,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/bdaq5ar36kb3t78yu0qnc6sep8xx,,,,,,,,,
03-101-0036,375,333,333,159,28,146,10,8,164,117,10,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-101-0036_a52130ba8f2529012dbc90ec78d9d17d73d5c828,,,,,,,нет второй страницы.,,
03-101-0037,631,516,516,156,29,331,7,6,201,253,10,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3394_f9279a7dc3a5a183bac4,,,,,,,,,
03-102-0003,1575,1458,1458,616,48,794,15,13,1002,312,35,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/r660oefqvfyrsx44ieydckzxrkxb,,,,,,,одна страница,,
03-102-0014,1656,1519,1518,947,29,542,8,24,1254,101,5,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/7k3zcn8fscsg6detd7g9hhxarilf,,,,,,,,,
03-102-0017,,,,,,,,,,,,,92,,6,1685,,218,https://elections2020by.s3.eu-north-1.amazonaws.com/3qwm73a08f0vs6uslnffa98d18hx,,,,,,,нет первой страницы.,,
03-102-0019,2155,1982,1981,1275,1,705,4,42,1664,137,4,,123,,7,2256,,274,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-102-0019_d17f5c0481910eb6befd655eca9d95bba621c135,,,,,,,,,
03-102-0023,1594,1472,1471,911,18,542,5,23,1222,101,5,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/q4ufrvjh0kc3482y8gmt693x03u7,,,,,,,,,
03-102-0024,1732,1606,1605,992,54,559,6,35,1354,108,4,,93,,5,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/vg6dex1mopm3f5eg9qku5bmonyju,,,,,,,,,
03-102-0055,1970,1820,1819,1226,43,550,7,27,1556,121,4,,98,,6,2065,1,244,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-102-0055_9e0927526f349a01ab2a3b1217b028b1f47110f7,https://elections2020by.s3.eu-north-1.amazonaws.com/report_03-102-0055_35649e9d646cfd1e9c2c24385429bc935e7facae,,,,,,,,
04-021-0002,1589,1434,1434,207,66,1161,24,14,863,456,25,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3500_b025fd6e07f32469833e,,,,,,,,,
04-021-0008,978,897,897,165,70,662,21,5,298,430,18,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3506_c8160652364327f0db6f,,,,,,,,,
04-021-0011,1100,1088,1088,428,34,626,17,15,701,192,17,,132,,14,1100,3,9,https://elections2020by.s3.eu-north-1.amazonaws.com/uyp1ft0twqjjla3id7askvq2re9q,https://elections2020by.s3.eu-north-1.amazonaws.com/5dd68zsd6civf3hcxs80oest6fei,,,,,,,,
04-021-0016,1180,1128,1128,507,14,607,26,19,788,203,12,,70,,10,1200,0,72,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-021-0016_ee5f3b133a748388cc33cceec709d1095d19f60b,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-021-0016_7dd0c92ca690c5c604141952e086f62781f932e2,,,,,,,,
04-021-0021,1682,1537,1537,561,43,937,11,13,828,538,15,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-021-0021_fb61d02b4b222a9530a60db1f15b50d19631a8c9,,,,,,,плохо видны цифры в колонке кандидатов,,
04-021-0022,2215,1971,1971,575,58,1338,48,50,1188,468,26,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/lhzxosza8ui0vl8hm9ebiaqukdrn,,,,,,,,,
04-021-0023,1692,1537,1537,561,42,934,22,12,878,570,15,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3521_c748dc02231b54bf3916,,,,,,,,,
04-021-0032,2925,1935,1931,292,0,1643,29,48,1286,284,23,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3530_ce908e67f42b0210115d,,,,,,,,,
04-021-0033,1470,1290,1290,546,33,711,9,10,832,411,6,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-021-0033_064941ade127c5133f961e0cf9c9bf880d37e662,,,,,,,,,
04-021-0034,2136,1784,1784,772,42,970,32,28,935,649,28,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-021-0034_7e14c2464ffd3e337bc65fdaa8e8b759d8951ee5,,,,,,,,,
04-021-0040,1365,1319,1319,479,62,778,32,63,710,376,51,,83,,4,1400,,81,https://elections2020by.s3.eu-north-1.amazonaws.com/t6gz6e4nmstf1dv5h639qa3mptb0,https://elections2020by.s3.eu-north-1.amazonaws.com/lmlzb4p4xd50gjrm62mvkwzktfcl,,,,,,,,
04-021-0044,1667,1602,1602,420,17,1165,29,29,929,474,42,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/6ngk1hy05t2ddgpxfuda9efsgsl9,,,,,,,,,
04-021-0046,2800,2322,2322,595,13,1714,29,19,1185,1053,7,,19,,10,,,478,https://elections2020by.s3.eu-north-1.amazonaws.com/7qadmxgcicirocerkucj8lfu3s2z,https://elections2020by.s3.eu-north-1.amazonaws.com/5s89pz61ddtbzrq084u64mhm53xn,,,,,,,,
04-021-0047,1480,1080,1070,290,15,765,6,7,556,460,8,,26,,7,1500,,420,https://elections2020by.s3.eu-north-1.amazonaws.com/llhjzmpzeuzm9m4by9j7vi3ee288,https://elections2020by.s3.eu-north-1.amazonaws.com/cfgomra57n6vw70nq7r5ohydxfcm,,,,,,,,
04-021-0048,1867,1451,1451,449,9,993,15,38,713,620,11,,38,,,1900,3,411,https://drive.google.com/file/d/1wXYw2iJagQl145QsQl3twibYxuCKiz8E/view,https://drive.google.com/file/d/1Ilh4E9gzuxsPraZFU4za1KVExc9WQI4W/view,,,,,,пункт 8 не различим,,
04-021-0062,1794,1668,1668,511,39,1118,5,3,997,640,8,,7,,8,1800,4,128,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-021-0062_3f17696a11e6f03d8c77d46dabf40f4142c71b85,,,,,,,,,
04-022-0066,2294,2207,2207,1124,58,1025,62,48,1483,307,67,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/72qbu800on1jr2ocurwirik0i8xu,,,,,,,,,
04-022-0067,2087,1668,1668,351,37,1280,47,29,427,1002,35,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0067_47f9167969414943f76ba5212ba31bfd9baa464c,,,,,,,,,
04-022-0068,2291,2071,2071,789,83,1199,35,29,1101,728,37,,125,,16,2300,2,227,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0068_36b535001f5a8dec87742766c658c264695b3909,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0068_b78995d1c04ca3e8ffa7e4180461aafa0b08ae2a,,,,,,,,
04-022-0069,2087,1668,1668,351,37,1280,47,24,427,1002,35,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0069_2f600f8615d76762d258cdcdf282d47d9b0e172d,,,,,,,нет второй страницы.,,
04-022-0070,2293,1937,1937,343,72,1522,7,6,881,1034,4,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/nnh467iykvrw6tm93fogyxkydl82,,,,,,,Нет второй стороны,,
04-022-0074,2497,2403,2403,698,6,1699,55,39,1015,1214,45,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3572_a6d7ac44b08774d6e398,,,,,,,,,
04-022-0075,2093,2014,2014,813,36,1165,19,15,1119,808,18,,24,,11,2100,1,85,https://elections2020by.s3.eu-north-1.amazonaws.com/yjcflyargdxd5agyeznevyycymga,https://drive.google.com/file/d/1S2auaKsrhFEuEXrN3qrK-bRLZysyKmk-/view,,,,,,,,
04-022-0076,2089,2009,2009,823,40,1146,40,24,1175,591,36,,131,,12,2100,3,88,https://elections2020by.s3.eu-north-1.amazonaws.com/hni4759xq6raptjx6k2tmeohcn6i,,,,,,,,,
04-022-0077,2191,1932,1932,856,35,1041,29,15,1215,554,25,,69,,25,2200,4,264,https://elections2020by.s3.eu-north-1.amazonaws.com/sxrhjn8ewr4im2stud39il83r4u8,,,,,,,,,
04-022-0080,1889,1677,1677,394,76,1207,28,18,523,955,35,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0080_b32ce8b72c6c8caebb632e14558a26eff5e2e1ec,,,,,,,,,
04-022-0081,2094,2067,2067,693,48,1326,53,31,1057,803,42,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0081_2e5ba80c4b4d44189183236129f7d3d64843a68c,,,,,,,,,
04-022-0082,2100,2058,2058,376,40,1642,20,14,1296,535,26,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3580_f3fe0a862423b0028aff,,,,,,,Нет второй страницы.,,
04-022-0085,892,815,815,122,42,651,18,9,262,449,12,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0085_288882e4de4380537c635ef4c5935b895a15a785,,,,,,,,,
04-022-0087,1287,1226,1221,559,5,657,32,27,589,407,16,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3585_6d729c42099d81f7e069,,,,,,,,,
04-022-0089,2588,2096,2096,506,10,1579,15,12,1299,352,22,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3587_c05cc68136c81e6a0f41,,,,,,,,,
04-022-0090,2558,2286,2286,613,5,1668,60,83,1393,505,68,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/s26wj9qho4bym3mm5pzsga4e03j4,,,,,,,,,
04-022-0091,2296,2026,2026,389,2,1635,33,15,1207,322,38,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/45oe7cqdxovhk2be64xn9svyk1je,,,,,,,,,
04-022-0092,2598,2361,2361,1047,1,1313,51,23,1530,609,38,,108,,2,2800,0,139,https://elections2020by.s3.eu-north-1.amazonaws.com/3590_2ed3b230fd4745f174ad,,,,,,,не видно точное числа в пунктах 9 и 11,,
04-022-0093,2621,2595,2595,1068,2,1525,13,92,1525,699,81,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3591_4f5bbfbe2dda96971c2d,,,,,,,,,
04-022-0094,2549,2382,2382,1038,4,1340,33,23,1483,661,34,,129,,19,2600,3,215,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0094_97010b03b1b102a9facdb0208889cb6bf27a9a0d,,,,,,,,,
04-022-0095,1997,1955,1954,658,26,1270,10,9,1105,726,4,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/3593_a7f4c2d31654a272b0ea,,,,,,,,,
04-022-0097,2792,2597,2592,796,3,1793,31,21,1110,1004,11,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/mb00oo3q9u33ck4tsuoti95847uu,,,,,,,,,
04-022-0098,2653,2462,2459,809,5,1645,14,16,1278,1032,8,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/egk30k5z8pnjztvlgl0tmtwh2kl1,,,,,,,,,
04-022-0099,2194,2186,2186,759,3,1424,30,19,1126,747,62,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/ax1rm2z5fc7aswhptnnc0abhx461,,,,,,,,,
04-022-0100,2397,2290,2290,652,16,1622,41,22,934,477,28,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0100_f3e367bd7dcd31e2a7586cb754844f519ca318a7,,,,,,,,,
04-022-0101,1591,1379,1379,611,16,752,27,22,848,256,12,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0101_e489780f29dd0875a6c63ff7307266e066f8772b,,,,,,,,,
04-022-0102,2092,1778,1778,697,9,1072,24,38,1093,280,28,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0102_eb91ecb7fa6c83138248588706a8b556a8d86e5f,,,,,,,,,
04-022-0103,2191,1938,1938,708,10,1220,48,37,1167,391,24,,251,,20,2200,1,261,https://drive.google.com/file/d/1sK3R51AFN1NpjBp7qateHrBDADAa_9o6/view,https://drive.google.com/file/d/1YUG4hvXYJU-8EFvJEOJbD5AwoNq5dAtp/view,,,,,,,,
04-022-0104,2188,1862,1861,616,8,1237,116,25,1152,232,32,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0104_fb8ad64adcc259fa08479a1fed8e33273ba5822b,,,,,,,,,
04-022-0105,1892,1578,1578,737,36,805,18,30,887,509,21,,109,,4,1900,,322,https://elections2020by.s3.eu-north-1.amazonaws.com/3603_7982830c8fab5921b322,https://elections2020by.s3.eu-north-1.amazonaws.com/3603_4de61c72c6db009c271d,,,,,,,,
04-022-0106,2196,2031,2031,887,13,1131,24,14,1224,663,29,,63,,14,2200,,169,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0106_f2446a7ba6a9fc426bd7d50e16c797a0be5e1dfe,,,,,,,"вместо подписей слово ""подпись"".",,
04-022-0107,1993,1789,1791,643,22,1126,30,18,907,709,25,,89,,13,2000,1,201,https://drive.google.com/file/d/1IfGET-lnEy85piGJlRA6-66L9r86UniL/view,,,,,,,,,
04-022-0108,2097,2056,2055,830,8,1217,38,36,1402,354,35,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0108_7b7bc2882acf0d43c655adb0d8dcf30d097207c4,,,,,,,только первая страница.,,
04-022-0109,2190,2010,2010,916,12,1082,106,16,1388,198,47,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/018t20hmrfx6e1hl70o3qk8fxxri,,,,,,,,,
04-022-0110,2395,2166,2166,761,18,1387,38,36,945,1064,1,,71,,11,2400,3,230,https://elections2020by.s3.eu-north-1.amazonaws.com/a3ono2sq8jp5hcuwajmw8m97gpok,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0110_45e8cc68fac7b1d5f1226b447b50f483566ffb8d,,,,,,,,
04-022-0112,1795,1487,1487,728,11,748,42,41,1039,210,39,,110,,6,1800,3,310,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0112_1597061ae3e2cfa01da259bc47a1f072f100a95b,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0112_ad0f8b999c65c36dd9e1ea79e4fe9638174743f5,,,,,,нет подписей комиссии,,
04-022-0113,1891,1644,1643,714,17,912,56,30,1117,202,46,0,179,0,13,1900,,247,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0113_e44098a20ce8627a93791c815074071af90eea6a,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0113_6bc60e2181bdbfd535faa01651ee4e7663690dd9,,,,,,нет подписей.,,
04-022-0115,1889,1674,1674,772,33,869,19,67,1158,261,74,,78,,17,1900,1,225,https://elections2020by.s3.eu-north-1.amazonaws.com/lm6wcrvtc7osm8cvjsgq0ir20ssp,,,,,,,,,
04-022-0116,1784,1552,1552,706,51,795,85,29,1039,264,39,,83,,13,1800,,248,https://elections2020by.s3.eu-north-1.amazonaws.com/gs696ler9g5k31ye5c29lvg23mc7,,,,,,,,,
04-022-0117,1891,1410,1410,384,4,1017,35,18,405,819,19,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/r23pxboudgywy9j5zxuzyujrn75k,,,,,,,,,
04-022-0118,1286,1181,1181,391,32,758,26,16,741,291,21,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/9hbxx1y9586rfpk5nul40vkutxqc,,,,,,,,,
04-022-0119,1195,1115,1115,395,43,677,4,13,588,432,7,,,,,1200,1,85,https://elections2020by.s3.eu-north-1.amazonaws.com/3617_e7a3d24fb1e3561d5401,,,,,,,"только вторая страница и пункты 5,6,7 и 8 невидны",,
04-022-0120,1598,1507,1507,661,35,811,10,51,1051,331,17,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/gaf8cpp9p5kqfhvoilpz72pjxc6u,,,,,,,,,
04-022-0121,1795,1687,1687,775,37,875,10,15,922,697,18,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/esgen7prx2xb8advip14xtgpxbv4,,,,,,,,,
04-022-0122,1987,1606,1606,371,24,1211,12,13,879,643,11,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/bvjl8uahakujrtfgh86fdmxz815k,,,,,,,,,
04-022-0123,1694,1540,1539,376,3,1160,25,11,734,666,26,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/n7aik3m9n0muj5uknrt866q2kuf8,,,,,,,,,
04-022-0124,1893,1520,1520,365,7,1148,10,8,820,553,8,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/9adau3ggfje9noia3qudu0kztti2,,,,,,,,,
04-022-0125,1482,1200,1200,408,0,792,14,13,307,709,20,,126,,11,1500,,300,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0125_d4884b6d99a8bc1759ccec053ea59d90aee9a0dd,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0125_e781e1a559a76c6a9a30d38a5354f18aa47fcb87,,,,,,,,
04-022-0126,1194,1031,1031,209,8,814,62,10,583,207,21,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/txgnzcni88h6kgp9zh8ebma4oiz0,,,,,,,,,
04-022-0128,1897,1809,1809,591,33,1185,27,20,678,930,22,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/97cnsbmvw9xzi9eqcl8vzuw7dz4b,,,,,,,,,
04-022-0129,1798,1580,1580,470,37,1073,22,18,657,614,28,,231,,10,1800,2,218,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0129_e65a9a687f201472a82e468c02d54ea6151d2992,,,,,,,,,
04-022-0130,2197,2097,2097,787,44,1266,31,10,1220,772,21,,21,,22,2200,4,99,https://elections2020by.s3.eu-north-1.amazonaws.com/6xaco6vztirs8iv93inffnp5n3x1,,,,,,,,,
04-022-0133,1951,1728,1726,576,25,1125,28,21,949,565,21,,125,,17,1900,1,171,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0133_730a579a787e266433b7b228ea904f3bd20a4579,https://elections2020by.s3.eu-north-1.amazonaws.com/report_04-022-0133_6c938ff26c4d687a18f9c83a888e37a67b141366,,,,,,"вместо подписи стоит слово ""подпис""",,
04-022-0134,1800,1620,1620,334,139,1147,40,14,1066,431,29,,,,,,,,https://elections2020by.s3.eu-north-1.amazonaws.com/9s1gkqwwodbhe22jicrw7m8ov5pf,,,,,,,Нет второй стороны,,
